TSFC,SpecThrust,CO2,NOx,SAF_Total,Phi,LCA,HEFA_Frac,FT_Frac,ATJ_Frac
29.464214218597508,800.5789774446716,5393.236870597073,87.65219889756372,0.2970723403872017,0.3520408049667995,0.7616189452532229,0.1133372923993361,0.0954832606510102,0.0882516703181881
41.64074570622867,800.8848045294355,6757.169310302753,190.94578807708868,0.4771222405640752,0.4979150649499217,0.6087968567331371,0.1365877059253335,0.2177935174724221,0.1227406812163443
41.41058435120105,800.8495606411224,9727.65189198155,188.53435538383243,0.1550937286092824,0.4948179817017153,0.882934947151998,0.0789028099278764,0.0030453863281313,0.0731452504763066
39.77911133055086,800.6387759705675,9152.079801325795,172.08019989536092,0.1667190909206131,0.4752336828942632,0.8757834291264947,0.0732756281725407,0.0009280685192435,0.0925152918689177
45.36383438365746,801.7169328904896,8594.191682872062,232.2093999557614,0.4059590828225446,0.5429962168380124,0.6913966131630428,0.1880412233527692,0.0281391048399324,0.1897784694368008
43.903014269899685,801.334577519945,7283.504311838536,215.44344961641687,0.485063380711755,0.5252765748912968,0.6119252456894431,0.1893245458477651,0.1479891703912571,0.1477493339750646
42.47933771452372,801.0290258992198,9250.57031842906,199.8040601861437,0.2358180283510553,0.507758605032665,0.811872931061218,0.1014014063819638,0.0645712587248091,0.0698451742113323
49.3661942469142,803.1675174046858,9031.051582476592,282.09589819836987,0.4309600430356101,0.5916594692136966,0.6492281931046698,0.3249948692005905,0.0830009133491663,0.0229639032174844
39.97169011408266,800.656190867845,8210.876726521801,173.98338137374816,0.2889874191002827,0.4777297982340667,0.780714926198121,0.0847257366398732,0.0426061087999364,0.1616552903014512
39.66570239515288,800.6159288909934,6378.817488573029,170.98568959874473,0.4939711471369329,0.4743109953777666,0.6126292523121613,0.110111975186173,0.1528980873655721,0.2309606522510082
40.56094756082195,800.7319210671795,10111.47016727546,179.85009593118508,0.0746080113831881,0.4844987270195003,0.9431815151429356,0.036621927113322,0.0046533621672826,0.03333268295577
43.903014269899685,801.334577519945,7283.504311838536,215.44344961641687,0.485063380711755,0.5252765748912968,0.6119252456894431,0.1893245458477651,0.1479891703912571,0.1477493339750646
29.4660923468933,800.5826372410122,5359.577854140663,87.66496029712616,0.2970723403872017,0.3520408049667995,0.7568046746400484,0.1159630526732227,0.1182417295133657,0.0628674384708969
41.192208185030736,800.8164013800342,9170.628677425431,186.28664623158645,0.208368564488698,0.4923190821380356,0.8381630876793242,0.0197522022380105,0.0700182918758914,0.1185979417761032
41.0667871630777,800.7983157870467,8847.217828679446,184.99564324530505,0.2358180283510553,0.490732905606765,0.811872931061218,0.1014014063819638,0.0645712587248091,0.0698451742113323
41.63971071195885,800.8849031566156,6809.853336849043,190.93512795710947,0.4771222405640752,0.4979150649499217,0.6135633283363586,0.1536276091264925,0.185441144988931,0.1380531085874735
39.68834185473219,800.6241097102017,6257.04200764983,171.19752255319892,0.4939711471369329,0.4743109953777666,0.6005217013570538,0.2830536481029043,0.1269651273190911,0.0839520204716562
41.63191929929297,800.8863120451823,7055.734389542161,190.85702846047155,0.4771222405640752,0.4979150649499217,0.6358651239509162,0.2050365669859698,0.0482265125179065,0.2238579995533556
39.97656247222599,800.6571631436757,8112.597961187466,174.02988399216264,0.2889874191002827,0.4777297982340667,0.7712544180967456,0.0837392259150769,0.090402157252989,0.1148459209623797
43.88122858495677,801.3391563648314,7440.084453858268,215.2168647291294,0.485063380711755,0.5252765748912968,0.6254466731031665,0.0671709875000609,0.1414588343723578,0.2764332429255787
41.40929028215624,800.8485212794578,9508.48937008944,188.52237491802512,0.1694927219341251,0.4948179817017153,0.863070697303069,0.0356576045736089,0.0735928361997993,0.0602420490083076
43.703888074216685,801.2941543628648,7507.078160613597,213.22821082369532,0.4641902006176435,0.5230438675495422,0.6344828866644502,0.0560653155550013,0.1748865404434713,0.2332379004224875
45.38383311117331,801.7072554468931,8154.371302959575,232.4270351263792,0.4059590828225446,0.5429962168380124,0.6556662579111986,0.1677620360599339,0.2169305208802668,0.0212662714457658
49.00241818813535,803.0340658823513,8882.102582885673,277.3486644378486,0.4439756394210548,0.5874760456110792,0.6447974758775213,0.1732876354787368,0.1354536111454962,0.1352340902942637
41.08421287767162,800.8015706522212,10517.324956132272,185.1644391505293,0.0425595237885124,0.490732905606765,0.964644690703598,0.0254988436718452,0.0150687200837085,0.0019919124979015
41.6202242294419,800.8843509368388,7008.300408555086,190.74288115928263,0.4771222405640752,0.4979150649499217,0.6317980845217517,0.0671511525472286,0.1375055885388781,0.2724651190749781
51.03574085730006,804.0682468194658,8958.893722661409,304.79981175944283,0.485063380711755,0.6128390331141048,0.6158714533202626,0.1174094282203012,0.1642153585100257,0.2034380417898492
49.00511834938512,803.03083314807,8720.950725803781,277.38115885575314,0.4439756394210548,0.5874760456110792,0.6330552055347313,0.1274337767512445,0.2170920122915648,0.0994496279212689
41.20721819567133,800.8192099680551,9489.522027123712,186.43237325632597,0.1694927219341251,0.4923190821380356,0.8669339643262305,0.1195986405886892,0.0123061140290013,0.037587822465725
45.74410695535464,801.8384658752715,7913.218291287737,236.71777078162472,0.4641902006176435,0.5478063589713114,0.6295544945040628,0.0472730785164105,0.2039247242539726,0.2129920233100893
45.36383438365746,801.7169328904896,8594.191682872062,232.2093999557614,0.4059590828225446,0.5429962168380124,0.6913966131630428,0.1880412233527692,0.0281391048399324,0.1897784694368008
39.70091337324654,800.627925572085,7059.394237568057,171.31581711545238,0.3824157015993304,0.4743109953777666,0.6772668327704424,0.2008576470915992,0.174781683135812,0.0067761221262391
41.67172711998796,800.8899936497703,9720.59918504031,191.2491421005765,0.159682261136393,0.4979150649499217,0.8750260018543382,0.1054845729934971,0.0132394010807291,0.0409580276131962
43.89901444529111,801.33580234774,7382.482748795199,215.40108519829965,0.4855770651532122,0.5252765748912968,0.6203101004142018,0.2032695412089107,0.0972946733624573,0.1850126332979538
44.71034300452217,801.5430582906171,7408.546216405469,224.62989332339612,0.492529567491405,0.5352286707380242,0.6075572222010218,0.090284068156189,0.1932180538173026,0.209027235598196
29.475828533281128,800.598793633658,6395.361370143506,87.73002676636526,0.1196860940267181,0.3520649198124866,0.9026945406332696,0.0250628427522338,0.0550944235442063,0.0395287458504012
45.37041391504122,801.7129471218153,8349.84479336319,232.2818555179608,0.4059590828225446,0.5429962168380124,0.6716189605177361,0.1336881354853596,0.1542040694449366,0.1180666976623839
41.00070171549503,800.7895533389195,9856.6854663163,184.3161504825233,0.1220140243719479,0.4898720610361128,0.9064438695167902,0.0275125639570646,0.026975143720293,0.0675262224176529
44.70760390649224,801.5438818885438,7409.162041751138,224.601118625814,0.492529567491405,0.5352286707380242,0.607650770303348,0.0664812534440772,0.204651702028778,0.2213963896768659
39.66548927094181,800.6155834611131,6385.130557202793,170.98351335997512,0.4939711471369329,0.4743109953777666,0.6132399882289408,0.1112875954049208,0.14925659074852,0.2334265240334586
47.53499457610621,802.4508421441144,8327.586969842452,258.574129207665,0.4771222405640752,0.5696712872369365,0.6295285488216736,0.1360939876156578,0.1143819454608237,0.2266459910551158
49.33644391093196,803.1926761772896,9241.965679140008,281.7496676597771,0.4307637925605771,0.5916594692136966,0.664845614347212,0.1655914898622489,0.0853025516196521,0.1798695125779139
53.66448417786438,805.727549647351,9483.162626334415,342.7369205811784,0.492529567491405,0.6457609040646682,0.6092979574856874,0.1077239883797682,0.1757943564577811,0.2090109721845354
49.00511834938512,803.03083314807,8720.950725803781,277.38115885575314,0.4439756394210548,0.5874760456110792,0.6330552055347313,0.1274337767512445,0.2170920122915648,0.0994496279212689
45.50054443490147,801.754142531621,8169.3524492896195,233.81997266030325,0.4191237078496429,0.5446519796502869,0.6545902492357107,0.0592877371005138,0.2304714040108704,0.1293642308805461
43.70560602556073,801.2938437757485,7504.964009713873,213.245873551358,0.4641902006176435,0.5230438675495422,0.6342751322300777,0.0705964328442654,0.1686597776938594,0.2249335616982741
42.48459214261891,801.0294580601898,10058.0049788787,199.8564548612271,0.1523991491369354,0.507758605032665,0.8826099447822632,0.0670724937632055,0.0200168779871089,0.0653096912261553
40.03437221481524,800.6702652139298,10502.648394656691,174.5888431110745,0.0040647333871322,0.4780931342928771,0.9966604778164228,0.0014518407674649,0.0017451197389415,0.0008677702538925
51.02329203352204,804.0814286130477,9093.338806234771,304.6499630904924,0.485063380711755,0.6128390331141048,0.6252859594314877,0.0799287857614219,0.1358834135977324,0.2692508054372838
51.2192503863885,804.1779565118674,8933.129624767802,307.3674656198893,0.4783997835888318,0.6151827216393998,0.6111309909530082,0.013242204041728,0.2633239146490092,0.2018331408953116
50.950438164852,803.941026179629,13004.798546755928,303.5153840481688,0.1358226232259242,0.6111250906009575,0.8962255777826822,0.0669487071456804,0.0100184239162071,0.0588553906261658
52.10422629919549,804.6744972367602,9224.922006828749,319.85137286589134,0.485063380711755,0.6260336104475968,0.6167801928631049,0.1935354330308773,0.1216091958526074,0.1699185579447455
49.3284613430847,803.1991546171364,9295.211912630662,281.6566050067813,0.4307637925605771,0.5916594692136966,0.6687992064834704,0.1244946945902986,0.086082912131081,0.2201858963762654
41.0631609756121,800.7967241581033,8776.11379287897,184.9610632936649,0.2358180283510553,0.490732905606765,0.8054294345654354,0.0238688895367844,0.1355549695321829,0.0763939601863849
51.2159048739227,804.1822047898372,9700.64212247851,307.32510855478176,0.4309600430356101,0.6151827216393998,0.6636914461775365,0.0084954814921265,0.168934373483876,0.2535298518877791
46.66301975572924,802.1556027931515,8480.035309603474,247.80803718904272,0.4641902006176435,0.5592587857376033,0.6570038681701936,0.0445664982133244,0.0680311782405757,0.3515921710703826
41.66610664416095,800.889456485035,8517.348778835276,191.19369609629248,0.2955487823164215,0.4979150649499217,0.7668356870600964,0.231517762750038,0.0156414854340698,0.0483892276103442
52.10422629919549,804.6744972367602,9224.922006828749,319.85137286589134,0.485063380711755,0.6260336104475968,0.6167801928631049,0.1935354330308773,0.1216091958526074,0.1699185579447455
49.037507426041536,803.0371610006243,8922.214706184634,277.7937348871255,0.4309600430356101,0.5877891059985003,0.6471142566403246,0.1892026236141009,0.1614668897957935,0.0802902865784507
45.500592704272464,801.7757323416556,9085.742847397403,233.84481912689816,0.3825525989104606,0.5449815153827691,0.727960387954132,0.0282392973307581,0.0071433236123388,0.3471693167906902
41.6526607987734,800.8875894305804,8346.838890011573,191.0614812530581,0.3178796910939023,0.4979150649499217,0.7517719689223752,0.1333144138030243,0.0619037727769733,0.1226613332599176
40.564055264129706,800.7321112747449,10050.479178277696,179.88007324283842,0.0746080113831881,0.4844987270195003,0.9374046238514884,0.0395243746424244,0.0320865902061331,0.0029970042852613
39.787546287714605,800.6294121185281,6425.0443388008025,172.17941962441034,0.485063380711755,0.4757544131031079,0.6145899062312188,0.0865613411257,0.1860475208620175,0.2124542221054403
46.21738970454032,801.9996803073853,8131.823751567046,242.3922378820147,0.485063380711755,0.5537317616049957,0.6381355087268122,0.1157622798993894,0.0537186672578577,0.3155818891096785
49.527387376113,803.2844997594407,8618.32324646558,284.2851676576884,0.485063380711755,0.5940448941065809,0.6167801928631049,0.1935354330308773,0.1216091958526074,0.1699185579447455
40.00986844171952,800.6609686819957,7682.130218443412,174.3583256120527,0.3291988754028672,0.4780931342928771,0.7295352874319238,0.1175831973202825,0.1413355811531416,0.0702798841847343
45.74948564696606,801.8358418949139,7835.381086102132,236.77640385625472,0.4641902006176435,0.5478063589713114,0.6232753331374166,0.0577846027737635,0.2300646440367946,0.1763404959887596
41.6537280499464,800.8884482399623,8803.986477480837,191.07142136640564,0.275896469985829,0.4979150649499217,0.7929245994014289,0.1312964781492218,0.0040906345642691,0.1405090343366223
42.05498914048994,800.953592438032,6519.399271763785,195.3033445605476,0.4939711471369329,0.5029481211156109,0.5797461566349487,0.0393943471773742,0.3526724287381209,0.1019039715419821
39.6508744830094,800.6223630687477,8589.927205362328,170.82744648431685,0.219816359431955,0.4737670574842808,0.8254639394243378,0.0295127665500328,0.0885663108539356,0.1017370482029756
51.11645457790903,804.165150578519,10019.62783680438,305.979284400472,0.439806945524199,0.6142331943834979,0.6872458554033111,0.0324657031168082,0.0082124218938295,0.3991280603825519
44.62984053868541,801.5047046153461,8929.590390383824,223.6752670321262,0.3247186820337721,0.5338686043734184,0.7341275560084566,0.1109287330536617,0.1373821561219322,0.0764075860643435
39.988636718844575,800.6534460003554,6370.404923033781,174.15852011172942,0.485063380711755,0.4780931342928771,0.6053500960052334,0.1020299391628266,0.2245119981114688,0.1585209635775875
41.00595780639133,800.7899837098746,9767.429169716434,184.3674802614828,0.1220140243719479,0.4898720610361128,0.8980954675646137,0.0388864776563495,0.0630300076162957,0.0200973188122066
43.51226334225687,801.2428907438853,7017.22013145563,211.08517305611545,0.485063380711755,0.5205175601090881,0.596568597634328,0.1205725458709154,0.2591482866552489,0.1053421350212502
51.03574085730006,804.0682468194658,8958.893722661409,304.79981175944283,0.485063380711755,0.6128390331141048,0.6158714533202626,0.1174094282203012,0.1642153585100257,0.2034380417898492
47.553000452955104,802.4385665744873,8134.586978307549,258.77702350248927,0.4771222405640752,0.5696712872369365,0.6146687866514903,0.2016751608240977,0.1558899409830901,0.1195566698414564
40.51749880331692,800.7206669494853,7179.004280858008,179.43423967507906,0.4307637925605771,0.4844987270195003,0.6705053547331674,0.1173348007043083,0.0811321427968222,0.232296576244002
49.03801575313423,803.0368608104849,8764.795725078273,277.7994982187416,0.4457464225022198,0.5877891059985003,0.6356897545243165,0.2160386349454753,0.1534190847478929,0.0762884718755068
43.97439177850891,801.3647022866961,7563.938690305478,216.26962866281303,0.4771222405640752,0.5264946555452902,0.634059406493663,0.0052212119829888,0.1571638604349905,0.3147367287254713
47.52095804249808,802.4599394482756,8454.957198580356,258.4159483828514,0.4771222405640752,0.5696712872369365,0.6393757702516931,0.0791589704495083,0.0936128807963948,0.3043497621540906
46.613079292121554,802.1159307334493,9135.909192943898,247.1685955297099,0.3869916226119567,0.5583413969713903,0.7088945310695468,0.0903600249384075,0.0558761921624393,0.2407550982585937
43.76079498337366,801.3003005447223,7177.9327611489725,213.8522457883238,0.4783997835888318,0.5235522877573366,0.6056470545493995,0.1136479077438857,0.2405408128220001,0.1242105843575141
41.62177181431296,800.884312335245,6987.37546516458,190.7581733002607,0.4771222405640752,0.4979150649499217,0.6298834401253413,0.0709087301058062,0.1451999898123229,0.2610131189567427
42.05418697688104,800.9554537841335,7039.289616945343,195.29337254576876,0.4641902006176435,0.5029481211156109,0.6260000847236702,0.1209340134272557,0.184866250685724,0.1583895252909667
42.45661972057072,801.0289654223199,7954.5126518627185,199.57576742429265,0.3869916226119567,0.507758605032665,0.698568090089104,0.1183662823035998,0.0935051255369264,0.1751198122888271
49.37678595465469,803.2046478160485,9097.107338261068,282.2749679714704,0.442487428445482,0.592095211270491,0.653723999044339,0.2120495612477112,0.0766489025263282,0.1537887499588197
42.05904602617506,800.9565974496912,6832.102956828895,195.34100257488225,0.4939711471369329,0.5029481211156109,0.6074944898890527,0.2412589714517675,0.11299868341629,0.1397132479800106
29.461517299620663,800.5695166299091,5322.2189494233,87.6336241778884,0.3209902047189629,0.3520649198124866,0.7516754268778846,0.1236579932489601,0.0563278571746626,0.1410041574319643
41.40432092388587,800.8481850001606,8986.444333790043,188.4735574405188,0.2333858634391911,0.4948179817017153,0.8158033556405918,0.0905750755384749,0.0588446766271663,0.083965787697904
40.53475163068892,800.7227942044483,7561.336455111895,179.6012702453083,0.348466755166666,0.4844987270195003,0.7058450538265528,0.0095455674036559,0.2463677595759381,0.0925530651829793
45.75360933699923,801.8336185190055,7731.898184656575,236.821815973799,0.4641902006176435,0.5478063589713114,0.6149767859798734,0.0461020454028484,0.2773987973485669,0.1406889926069682
41.004042210612006,800.7903475384392,9843.43705457066,184.34853030750696,0.1220140243719479,0.4898720610361128,0.9051374696832708,0.0579574424089338,0.0182847492207739,0.0457717688378482
50.950438164852,803.941026179629,13004.798546755928,303.5153840481688,0.1358226232259242,0.6111250906009575,0.8962255777826822,0.0669487071456804,0.0100184239162071,0.0588553906261658
40.03427458159235,800.6701619672556,10504.103952285534,174.58787766034408,0.0040647333871322,0.4780931342928771,0.9968016836050656,0.0010370195110785,0.0012465025497325,0.0017812094500291
45.74513520480103,801.8379050016597,7872.603267036855,236.72929775542383,0.4641902006176435,0.5478063589713114,0.626305741069813,0.0374102936585225,0.2251000010661065,0.2016796094971375
41.00686281720241,800.7898700017134,9739.156965910546,184.37637295534287,0.1220140243719479,0.4898720610361128,0.8954713709535304,0.0340008771444443,0.0785934465927783,0.0094195841243714
42.47674915261872,801.0287418130138,7172.3299347747,199.77818433204453,0.4563935943841454,0.507758605032665,0.6295217710975487,0.3407724186846751,0.0846268084251243,0.0309940030074893
45.51336813181447,801.770383601825,9007.266816309677,233.98234278166464,0.3825525989104606,0.5449815153827691,0.7214365679449571,0.1003891424877256,0.0036879808127324,0.2784751342553311
41.620458639088085,800.8843526904934,7017.604074674798,190.7450445310385,0.4771222405640752,0.4979150649499217,0.6326330230800561,0.0741969417687919,0.1298079412662862,0.2731169372124805
29.478439426131235,800.6047026634672,6576.299382389215,87.74741125813254,0.093314289522612,0.3520649198124866,0.928134395324604,0.0587240265873293,0.0033658751565244,0.0312243067136589
51.89172562065225,804.5965189606928,9865.90228397559,316.8745593886207,0.4597832034399544,0.6237408996315486,0.6631902372693765,0.101748895829703,0.0239322891060213,0.3341014421092945
42.5418641962383,801.0407205101824,9725.744215188368,200.47720037185363,0.1847093563742224,0.5085433139097315,0.8519125091550426,0.0004459623962004,0.0937315652013709,0.0905317217662926
45.7271849782758,801.8472574385894,7963.797071825873,236.53308531592933,0.486483424816129,0.5478063589713114,0.6338567275615388,0.0625877706734815,0.0967297461895082,0.3271654120800691
46.62301835193821,802.1095935326085,8916.716872873209,247.27967716585007,0.3869916226119567,0.5583413969713903,0.6917106363867207,0.0768707181702149,0.1485403877624975,0.1615802552946155
29.46296609600176,800.5707866774319,4668.302571113381,87.64412835131276,0.4059590828225446,0.3520649198124866,0.6592733437089752,0.1209344970042833,0.2223088741078403,0.0627154657329302
39.692488646224135,800.626913816159,6853.208115197642,171.23517842309633,0.439806945524199,0.4743109953777666,0.6576618077520929,0.3357299877965493,0.0045010330919759,0.0995755080259487
29.51313829364677,800.5917905022342,6102.6769932799625,87.97726717740822,0.1758534563905623,0.3525349530102193,0.8599883126353673,0.0786262274133442,0.0452581075980567,0.0519690426115174
43.95439960356547,801.3712080487535,7915.011042046111,216.0595426914738,0.4771222405640752,0.5264946555452902,0.6638518457831954,0.0076720400142712,0.0069759405767458,0.4624736142891393
29.470986372743187,800.5894711667418,6162.476891779735,87.69726156510477,0.1718338263781327,0.3520649198124866,0.8700027476274033,0.0677254626871243,0.0147049068368351,0.0894033026147587
46.68814803992773,802.1401126374519,8131.908391686041,248.0869594963096,0.4641902006176435,0.5592587857376033,0.6296344597715885,0.0938817688246275,0.1802206357266611,0.1900874768388013
41.81766175323099,800.9185226654541,7094.836134444056,192.80950981408208,0.485063380711755,0.5003082284157652,0.6356226303685275,0.1287952056019919,0.0597665042547013,0.2965010651147135
39.6908505912443,800.6248760843484,7332.975932764905,171.22084216969247,0.3679113406847596,0.4743109953777666,0.7037318929054533,0.1526278045148053,0.1173366567232833,0.0979466900497449
49.602243412755605,803.3276208814218,8438.308637654029,285.2962389671883,0.4783997835888318,0.5950565284566087,0.6026523976272806,0.0155384290641896,0.3045690090604735,0.1582919816574239
40.27752317469865,800.6920763300321,7478.36175568304,177.02290083624644,0.3869916226119567,0.4814658190016382,0.7039682893562815,0.1752654482627078,0.0380545512154801,0.1736712239804952
44.81008528965367,801.5691976607495,7671.336458811689,225.77655637880284,0.4771222405640752,0.5364149338725628,0.627259714573599,0.1308863992365131,0.1283297127794584,0.217905680041419
51.11645457790903,804.165150578519,10019.62783680438,305.979284400472,0.439806945524199,0.6142331943834979,0.6872458554033111,0.0324657031168082,0.0082124218938295,0.3991280603825519
50.41878049317287,803.7195868373458,8907.41614903325,296.28540964458193,0.4641902006176435,0.6050299535569459,0.6224313001463434,0.1250382767630287,0.2006581812702395,0.1384934242811906
43.99140958098111,801.3617536123196,7537.709446061896,216.44623100947337,0.4771222405640752,0.5264946555452902,0.6315752068096109,0.1431655200959602,0.1006128752548248,0.233343519430038
41.6352491743226,800.8844186592025,6808.603039414173,190.8915083314135,0.4771222405640752,0.4979150649499217,0.61352800180765,0.1084582564600935,0.2082024675691431,0.1604611477426407
46.24634061007469,801.9834038713077,7658.900331044267,242.71157959672135,0.485063380711755,0.5537317616049957,0.6005784453474605,0.1464225898149052,0.2261741351927964,0.1124663152565163
50.22154801875584,803.6008295123735,10704.357982711852,293.57905388039217,0.3090857496293529,0.6024288843789349,0.7519799710653182,0.0476507046919614,0.1344744255836101,0.1269604573263922
48.86522066624659,802.9841894858757,8719.14130345821,275.5739106401876,0.439806945524199,0.5859087791747198,0.6353105224553071,0.0121686723282873,0.2780383148604698,0.1495996734260054
53.67084574723705,805.7183902685516,9206.979548549672,342.8195915851618,0.492529567491405,0.6457609040646682,0.591470658313859,0.0489166304082271,0.2943343256685123,0.149278223855891
51.90531942410943,804.5801463411668,9303.767517465732,317.0430412708404,0.4783997835888318,0.6237408996315486,0.6252145131911672,0.0903355720402425,0.1543599447090784,0.2337039596701423
41.68043744090646,800.8906611899863,10874.506899245464,191.3349410782297,0.02737737002409,0.4979150649499217,0.97865436197733,0.0106306944546339,0.0055920281512576,0.0111546343178912
29.474969661447,800.5971899476547,6348.801890758706,87.72396750805508,0.1358226232259242,0.3520649198124866,0.896158114192341,0.0693939338415434,0.009133122957145,0.0572954611808076
39.83737751530956,800.6373215570684,6349.362164122538,172.66501968239572,0.492529567491405,0.4762450425270138,0.606369158597504,0.1787068908547211,0.1549469476960876,0.1588755104945197
44.80709036606416,801.5701240083405,8421.888086906623,225.74492012412256,0.4033116728513117,0.5364149338725628,0.6886833320610504,0.0172290249580822,0.1363770917056647,0.2497049691672642
53.793044215095165,805.8109740158617,9296.712546427165,344.65925221981803,0.492529567491405,0.6473324843000074,0.5953981663197871,0.0544457111898285,0.2719321795390133,0.1661512453977506
45.75571351476293,801.8322006800329,7429.920515396308,236.84505745355756,0.486483424816129,0.5478063589713114,0.5909250506584431,0.0591228696940587,0.3131206223724971,0.114239464328369
48.80744707973444,802.9505759544586,9112.376433671476,274.8097761357114,0.4059590828225446,0.5851092890722692,0.6650345510853386,0.0400496762338283,0.2339452065522069,0.1319639266863231
